BI	TOTAL	ABU	JOC	MON	OUV	PER
xy	415	 15	 83	 29	 18	 270
x­	2	0	0	0	 2	0
x»	90	0	 43	0	0	 47
xè	17	 3	0	 11	0	 3
xé	1510	 150	 757	 214	 259	 130
y 	13196	 3644	 1601	 2964	 2381	 2606
y"	14	0	0	 7	0	 7
y'	43	0	 2	 25	0	 16
y(	4	0	0	0	0	 4
y)	102	 1	 13	 37	 14	 37
y,	1819	 459	 65	 633	 269	 393
y-	307	 19	 9	 160	 60	 59
y.	553	 253	 15	 128	 83	 74
y/	3	0	 1	0	0	 2
y1	10	0	0	0	0	 10
y2	4	0	0	0	0	 4
y:	3	0	 3	0	0	0
y;	2	0	 1	0	0	 1
y?	7	0	 7	0	0	0
yM	1	0	0	0	0	 1
yR	1	0	0	0	0	 1
yS	3	0	0	0	0	 3
yZ	2	0	0	0	0	 2
y]	9	 1	0	0	 5	 3
ya	6671	 2354	 1375	 896	 1084	 962
yb	124	 10	 11	 23	 23	 57
yc	1619	 60	 359	 291	 277	 632
yd	809	 73	 240	 61	 55	 380
ye	7883	 2171	 1425	 1484	 1535	 1268
yf	109	 14	0	 8	 83	 4
yg	421	 98	 116	 57	 71	 79
yh	3	0	 1	 1	0	 1
yi	112	 11	 23	 15	 13	 50
yj	5	0	0	 3	0	 2
yk	41	 8	 7	 20	 1	 5
yl	1293	 177	 200	 259	 131	 526
ym	2374	 341	 182	 431	 319	 1101
yn	2858	 213	 405	 619	 763	 858
yo	1698	 348	 145	 373	 375	 457
yp	4304	 438	 634	 360	 1320	 1552
yq	10	 1	0	 3	 5	 1
yr	952	 173	 124	 323	 112	 220
ys	14532	 2200	 3906	 1997	 2978	 3451
yt	1057	 56	 142	 180	 129	 550
yu	33	 1	 7	 5	 2	 18
yv	46	 9	 11	 13	 6	 7
yw	42	0	 1	 35	0	 6
yx	39	 6	 9	 13	 5	 6
yy	10	0	 3	 2	0	 5
yz	35	 3	 5	 9	 5	 13
y­	2	0	0	0	 2	0
y»	14	0	 5	0	0	 9
yâ	18	 7	0	0	0	 11
yç	1	0	0	 1	0	0
yè	91	 79	0	 8	 4	0
yé	1535	 331	 457	 311	 232	 204
yô	2	0	 1	 1	0	0
yû	9	0	0	0	0	 9
z 	7170	 3324	 437	 1233	 984	 1192
z!	1	0	0	0	0	 1
z"	1	0	0	 1	0	0
z'	3	 3	0	0	0	0
z(	1	 1	0	0	0	0
z)	35	0	 3	 7	 4	 21
z,	827	 375	 37	 266	 48	 101
z-	1280	 856	 43	 259	 79	 43
z.	275	 167	 15	 47	 25	 21
z:	2	0	0	 1	0	 1
z;	1	0	0	0	0	 1
z>	3	0	0	0	0	 3
z?	4	0	 2	 2	0	0
zG	1	0	0	 1	0	0
z[	8	0	0	0	0	 8
za	1225	 295	 190	 422	 104	 214
zb	46	0	 15	 28	 1	 2
zc	13	0	 4	 3	 2	 4
zd	11	0	 10	 1	0	0
ze	1951	 494	 334	 701	 221	 201
zf	17	0	 5	 1	 6	 5
zg	32	0	 8	 4	0	 20
zh	45	 1	 12	 12	0	 20
zi	782	 89	 148	 330	 88	 127
zk	21	0	 8	 12	0	 1
zl	39	0	 15	 8	 8	 8
zm	18	0	0	 4	 2	 12
zn	63	0	 4	 56	0	 3
zo	2322	 278	 1083	 321	 180	 460
zp	3	0	0	 1	0	 2
zq	9	0	 7	 2	0	0
zr	4	0	 1	 1	0	 2
zs	84	0	 1	 4	 50	 29
zt	7	0	 2	 3	 1	 1
zu	93	 31	 10	 21	 17	 14
zv	8	0	 1	 1	 4	 2
zw	9	 1	 1	 4	 1	 2
zy	148	 7	 1	 21	 5	 114
zz	193	 6	 64	 85	 4	 34
z­	3	0	0	0	 3	0
z»	9	0	 4	0	0	 5
zá	2	0	 2	0	0	0
zç	2	0	0	0	0	 2
zè	41	 12	 4	 11	 9	 5
zé	270	 27	 69	 109	 32	 33
zó	3	0	 2	0	0	 1
{ 	1	0	0	0	0	 1
{C	1	0	0	0	0	 1
{E	1	0	0	0	0	 1
{H	2	0	0	0	0	 2
{[	7	0	0	0	0	 7
{|	2	0	0	0	0	 2
{Ä	1	0	0	0	0	 1
{ä	1	0	0	0	0	 1
|(	1	0	0	0	0	 1
|*	2	0	0	0	0	 2
|+	3	0	0	0	0	 3
|>	3	0	0	0	0	 3
|[	4	0	0	0	0	 4
|z	1	0	0	0	0	 1
} 	3	0	0	0	0	 3
})	1	0	0	0	0	 1
},	1	0	0	0	0	 1
}<	1	0	0	0	0	 1
}[	5	0	0	0	0	 5
}u	1	0	0	0	0	 1
~ 	3	0	0	0	0	 3
~1	1	0	0	0	0	 1
~3	1	0	0	0	0	 1
~4	1	0	0	0	0	 1
~5	1	0	0	0	0	 1
~A	1	0	0	0	0	 1
~H	2	0	0	0	0	 2
Œ 	3	0	0	0	0	 3
ŒU	7	0	0	0	 4	 3
Œd	3	 1	0	0	0	 2
Œu	6	0	0	0	 5	 1
Œ»	1	0	0	0	0	 1
’a	1	0	0	0	0	 1
’e	1	0	0	0	0	 1
’é	2	0	0	0	0	 2
œc	1	0	0	0	 1	0
œd	1	0	0	0	0	 1
œf	8	0	0	0	 8	0
œi	51	 22	0	0	 17	 12
œl	1	0	0	0	 1	0
œr	5	 1	0	0	 4	0
œt	5	0	0	0	 2	 3
œu	2337	 61	0	0	 2187	 89
¡ 	3	0	0	0	0	 3
¡3	1	0	0	0	0	 1
¡C	8	0	0	0	0	 8
£ 	1	0	0	0	0	 1
£0	1	0	0	0	0	 1
¥ 	11	0	0	0	0	 11
¦n	1	0	0	0	0	 1
¦u	1	0	0	0	0	 1
§ 	266	 66	 1	0	 199	0
§.	2	0	0	0	 2	0
§§	8	0	0	0	 8	0
« 	13045	 2891	 5	 285	 7904	 1960
«"	4	0	0	0	0	 4
«(	15	0	 5	0	0	 10
«)	2	0	 1	0	0	 1
«*	1	0	0	0	0	 1
«,	1	0	 1	0	0	0
«.	46	 1	 7	0	0	 38
«1	8	0	 5	0	0	 3
«2	2	0	0	0	0	 2
«3	1	0	0	0	0	 1
«4	1	0	0	0	0	 1
«5	5	0	0	0	0	 5
«6	2	0	0	0	0	 2
«7	3	0	0	0	0	 3
«8	1	0	 1	0	0	0
«9	1	0	 1	0	0	0
«A	142	 18	 71	0	0	 53
«B	34	 3	 22	0	0	 9
«C	177	 34	 72	0	0	 71
«D	102	 14	 51	0	0	 37
«E	92	 14	 48	0	0	 30
«F	32	 8	 20	0	0	 4
«G	40	 4	 34	0	0	 2
«H	19	 4	 13	0	0	 2
«I	113	 28	 28	0	0	 57
«J	72	 22	 19	0	0	 31
«K	6	 1	 4	0	0	 1
«L	365	 41	 151	0	0	 173
«M	123	 29	 61	0	0	 33
«N	54	 13	 20	0	0	 21
«O	40	 12	 17	0	0	 11
«P	161	 19	 92	0	0	 50
«Q	38	 7	 6	0	0	 25
«R	56	 3	 37	0	0	 16
«S	115	 13	 54	0	0	 48
«T	113	 16	 44	0	0	 53
«U	34	0	 19	0	0	 15
«V	78	 27	 43	0	0	 8
«W	13	0	 1	0	0	 12
«X	18	0	0	0	0	 18
«Y	4	 1	0	0	0	 3
«Z	3	0	 3	0	0	0
«[	11	0	0	0	0	 11
«`	1	0	0	0	0	 1
«a	264	0	 92	0	0	 172
«b	79	 1	 25	0	0	 53
«c	468	 2	 129	0	0	 337
«d	351	0	 130	0	0	 221
«e	203	0	 68	0	0	 135
«f	146	 1	 42	0	0	 103
«g	93	 1	 36	0	0	 56
«h	46	0	 14	0	0	 32
«i	221	0	 46	0	0	 175
«j	56	 1	 16	0	0	 39
«k	1	0	0	0	0	 1
«l	545	0	 228	0	0	 317
«m	211	0	 57	0	0	 154
«n	151	0	 71	0	0	 80
«o	89	0	 35	0	0	 54
«p	489	 2	 151	0	0	 336
«q	62	 2	 15	0	0	 45
«r	209	 1	 63	0	0	 145
«s	339	 2	 84	0	0	 253
«t	181	 1	 67	0	0	 113
«u	77	0	 32	0	0	 45
«v	119	0	 37	0	0	 82
«w	5	0	0	0	0	 5
«x	3	0	0	0	0	 3
«y	1	0	 1	0	0	0
«z	14	0	 11	0	0	 3
«À	6	0	 4	0	0	 2
«Ç	4	0	0	0	0	 4
«É	29	0	 28	0	0	 1
«Ê	1	0	 1	0	0	0
«à	43	0	 17	0	0	 26
«â	1	0	0	0	0	 1
«ä	1	0	0	0	0	 1
«ç	2	0	0	0	0	 2
«è	1	0	0	0	0	 1
«é	81	0	 31	0	0	 50
«ê	4	0	0	0	0	 4
«î	4	0	 3	0	0	 1
­ 	2460	0	0	0	 2460	0
­)	1	0	0	0	 1	0
­,	187	0	0	0	 187	0
­.	2	0	0	0	 2	0
­A	3	0	0	0	 3	0
­B	13	0	0	0	 13	0
­C	8	0	0	0	 8	0
­D	9	0	0	0	 9	0
­G	3	0	0	0	 3	0
­I	1	0	0	0	 1	0
­K	1	0	0	0	 1	0
­L	82	0	0	0	 82	0
­M	20	0	0	0	 20	0
­N	7	0	0	0	 7	0
­O	2	0	0	0	 2	0
­P	4	0	0	0	 4	0
­R	4	0	0	0	 4	0
­S	13	0	0	0	 13	0
­T	23	0	0	0	 23	0
­V	10	0	0	0	 10	0
­W	1	0	0	0	 1	0
­c	1	0	0	0	 1	0
­d	1	0	0	0	 1	0
­m	1	0	0	0	 1	0
® 	2	0	0	0	0	 2
®)	1	0	0	0	0	 1
° 	210	 70	 6	0	 80	 54
°"	2	 2	0	0	0	0
°)	75	0	0	0	 73	 2
°,	7	 6	0	0	 1	0
°-	1	0	0	0	 1	0
°.	4	 2	0	0	 2	0
°0	1	 1	0	0	0	0
°1	1	0	0	0	0	 1
°2	1	0	0	0	0	 1
°3	1	 1	0	0	0	0
°4	1	 1	0	0	0	0
°9	1	 1	0	0	0	0
°A	1	0	0	0	0	 1
°C	62	0	 3	0	 4	 55
°N	4	0	0	0	0	 4
°S	2	0	0	0	0	 2
°e	1	0	0	0	0	 1
°o	2	0	0	0	0	 2
± 	18	0	0	0	0	 18
² 	21	0	 15	 5	0	 1
²)	3	0	0	 3	0	0
²,	1	0	0	0	0	 1
².	1	0	0	0	0	 1
²>	3	0	0	0	0	 3
³ 	18	0	 18	0	0	0
µm	6	0	0	0	0	 6
º 	5326	0	 5326	0	0	0
» 	11396	 1222	 2313	 124	 4339	 3398
»(	2	0	0	0	 1	 1
»)	303	 4	0	 7	 110	 182
»,	2370	 194	 6	 85	 1019	 1066
»-	4	0	0	0	0	 4
».	2388	 196	 25	 45	 1096	 1026
»/	1	0	0	0	0	 1
»;	3	0	0	0	0	 3
»?	2	0	 1	0	0	 1
»B	1	0	0	0	 1	0
»C	2	0	0	 1	0	 1
»J	1	0	0	 1	0	0
»L	2	0	 1	 1	0	0
»O	1	0	0	 1	0	0
»]	2	0	0	0	0	 2
»a	2	0	0	0	 1	 1
»c	2	0	0	0	 2	0
»d	1	0	0	0	 1	0
»e	1	0	 1	0	0	0
»h	1	0	 1	0	0	0
»n	1	0	0	0	0	 1
»r	1	0	0	0	0	 1
»s	2	 1	0	0	 1	0
»u	1	0	0	0	 1	0
»»	1	0	0	0	0	 1
»é	1	0	 1	0	0	0
¿ 	1	0	0	0	0	 1
À 	1553	 43	 671	 2	 601	 236
À-	1	 1	0	0	0	0
Àc	1	0	 1	0	0	0
Á 	12	0	 8	0	0	 4
Ág	4	0	 4	0	0	0
Ám	2	0	 2	0	0	0
Â;	4	0	0	0	0	 4
ÂT	1	0	0	 1	0	0
Âg	50	 5	 1	0	 37	 7
Âm	2	0	0	0	 1	 1
Äg	1	0	0	 1	0	0
Äu	2	0	0	0	0	 2
Å)	3	0	0	0	0	 3
Å.	1	0	0	0	0	 1
Åg	1	0	 1	0	0	0
Æ 	2	 2	0	0	0	0
Ç'	1	 1	0	0	0	0
Ç>	1	0	0	0	0	 1
ÇA	3	 1	0	 1	 1	0
ÇO	1	0	0	0	0	 1
ÇU	1	0	0	 1	0	0
Ça	294	 223	0	 48	 5	 18
Çu	4	0	0	0	0	 4
Çà	5	 5	0	0	0	0
ÈC	4	0	0	 2	 1	 1
ÈG	2	0	0	 1	0	 1
ÈL	2	 1	0	0	0	 1
ÈM	13	 5	0	 5	 2	 1
ÈN	5	0	0	 1	0	 4
ÈR	19	 6	0	 8	 2	 3
ÈS	5	 1	0	 3	 1	0
ÈV	3	0	0	 2	0	 1
ÈZ	1	0	0	 1	0	0
Èm	4	0	0	0	 4	0
Èr	8	0	0	0	 7	 1
Èv	2	 1	0	0	0	 1
É 	57	 14	0	 30	 2	 11
É(	1	0	0	 1	0	0
É)	6	0	0	0	0	 6
É,	3	 2	0	0	0	 1
É-	1	0	0	 1	0	0
É.	20	 3	0	 11	 2	 4
ÉA	3	0	0	 2	0	 1
ÉB	1	0	0	0	 1	0
ÉC	20	 2	 1	 12	 1	 4
ÉD	21	 2	0	 6	0	 13
ÉE	23	 1	0	 11	 2	 9
ÉF	7	 1	0	 4	0	 2
ÉG	29	0	0	 26	 1	 2
ÉL	26	 1	0	 16	 2	 7
ÉM	10	 1	0	 2	0	 7
ÉN	17	 1	0	 14	 2	0
ÉO	14	 9	0	 2	0	 3
ÉP	3	0	0	 2	0	 1
ÉQ	2	0	0	0	 1	 1
ÉR	27	 4	0	 18	 2	 3
ÉS	39	 3	0	 30	 2	 4
ÉT	21	 4	 1	 6	 1	 9
ÉU	2	0	0	 2	0	0
ÉV	11	 2	0	 5	0	 4
Éb	2	0	0	0	 2	0
Éc	405	 140	 93	 2	 128	 42
Éd	166	 23	 90	 1	 19	 33
Ég	618	 22	 80	0	 489	 27
Éh	1	0	 1	0	0	0
Él	174	 31	 71	 7	 54	 11
Ém	110	 5	 18	0	 75	 12
Én	33	 4	 16	0	 10	 3
Ép	32	 1	 17	0	 9	 5
Éq	25	 3	 13	0	 8	 1
Ér	12	 3	 6	 1	0	 2
És	2	 1	0	0	0	 1
Ét	7099	 55	 5856	 20	 705	 463
Év	136	 13	 37	 2	 64	 20
Éz	1	 1	0	0	0	0
ÉÂ	1	0	0	 1	0	0
ÊM	2	0	0	 2	0	0
ÊT	15	0	0	 13	0	 2
Êm	1	0	0	 1	0	0
Êt	22	 7	 2	 2	 8	 3
ËL	1	0	0	0	0	 1
Ëu	1	0	0	0	0	 1
Ë»	1	0	0	0	0	 1
Ì[	1	0	0	0	0	 1
Í)	2	0	0	0	0	 2
Í<	1	0	0	0	0	 1
Íu	1	0	0	0	0	 1
Í«	1	0	0	0	0	 1
ÎN	1	0	0	0	0	 1
ÎT	1	0	0	0	0	 1
Îl	11	0	 11	0	0	0
În	1	0	0	0	0	 1
ÏL	1	0	0	 1	0	0
ÏT	1	0	0	 1	0	0
Ïi	1	0	0	0	0	 1
Ïn	1	0	0	0	0	 1
Ïu	32	0	0	0	0	 32
Ñ[	1	0	0	0	0	 1
ÔL	1	0	0	0	0	 1
ÔM	3	0	0	 3	0	0
ÔN	6	0	0	 6	0	0
ÔT	4	0	0	 4	0	0
Ôm	1	0	0	0	0	 1
ÖS	1	0	 1	0	0	0
Öf	1	0	0	0	 1	0
Ör	1	0	 1	0	0	0
Ös	1	0	 1	0	0	0
Öz	2	0	 2	0	0	0
× 	4	0	 4	0	0	0
Ù)	1	0	0	0	0	 1
ÜV	9	0	 9	0	0	0
Üb	1	0	0	0	 1	0
ß 	16	0	0	0	0	 16
ß)	1	0	0	0	0	 1
ß,	5	0	0	0	0	 5
ß-	3	0	0	0	0	 3
ß.	1	0	0	0	0	 1
ß`	2	0	0	0	0	 2
ße	1	0	 1	0	0	0
ß«	1	0	0	0	0	 1
à 	104731	 17449	 25728	 19511	 22037	 20006
à"	2	0	0	 2	0	0
à'	1	0	0	 1	0	0
à)	10	0	 1	 2	 4	 3
à,	1123	 540	 42	 302	 98	 141
à-	1879	 271	 200	 266	 510	 632
à.	376	 200	 7	 109	 40	 20
à/	2	0	0	0	0	 2
à1	2	0	 1	0	0	 1
à:	16	0	 16	0	0	0
à;	1	0	0	0	0	 1
à?	2	0	 2	0	0	0
àD	3	0	0	0	 3	0
àP	3	0	0	0	 3	0
à]	2	0	0	0	 2	0
àb	1	0	0	 1	0	0
àc	1	0	0	 1	0	0
àf	1	0	 1	0	0	0
àj	1	0	 1	0	0	0
àl	6	0	 2	 3	0	 1
àp	2	0	 1	 1	0	0
àr	2	0	 2	0	0	0
àu	3	0	0	 3	0	0
àz	2	0	 2	0	0	0
à»	1	0	0	0	0	 1
á 	7	0	 6	0	0	 1
á,	2	0	 2	0	0	0
á?	1	0	 1	0	0	0
ác	4	0	 3	0	0	 1
ád	3	0	 3	0	0	0
ák	1	0	 1	0	0	0
ál	9	0	 9	0	0	0
ám	2	0	 2	0	0	0
án	16	0	 16	0	0	0
ár	1	0	 1	0	0	0
át	1	0	0	0	0	 1
áz	5	0	 5	0	0	0
â 	6	 3	 2	0	0	 1
âa	1	0	0	0	0	 1
âb	68	 18	 6	 24	 11	 9
âc	2112	 665	 225	 407	 435	 380
âd	1	0	0	0	0	 1
âg	896	 127	 236	 196	 213	 124
âi	39	 36	0	 3	0	0
âj	1	0	0	0	0	 1
âk	1	0	0	0	0	 1
âl	453	 236	 15	 45	 15	 142
âm	783	 335	 1	 82	 295	 70
ân	355	 252	 4	 22	 29	 48
âp	49	 19	0	 13	 15	 2
âq	35	 8	 2	 10	 14	 1
âr	15	 7	0	 1	 1	 6
âs	24	 7	 1	 5	 9	 2
ât	2302	 1142	 255	 506	 175	 224
âv	1	 1	0	0	0	0
âw	1	 1	0	0	0	0
ây	8	0	0	0	0	 8
ãe	1	0	 1	0	0	0
ão	7	0	 7	0	0	0
ä)	1	0	0	0	0	 1
ä.	2	0	0	0	0	 2
ä[	1	0	0	0	0	 1
äc	3	0	0	 1	 2	0
äh	1	0	0	0	 1	0
äi	2	0	 2	0	0	0
äl	4	0	 2	 1	 1	0
äm	9	0	 9	0	0	0
än	78	0	 54	 7	 16	 1
är	3	0	0	0	0	 3
ät	6	0	0	0	 4	 2
äu	1	0	0	 1	0	0
å 	1	0	0	0	0	 1
æ 	39	 39	0	0	0	0
æ,	31	 31	0	0	0	0
æ.	1	 1	0	0	0	0
æd	1	 1	0	0	0	0
æf	1	 1	0	0	0	0
æg	1	 1	0	0	0	0
æl	12	 12	0	0	0	0
æq	1	 1	0	0	0	0
ær	2	0	 2	0	0	0
æs	6	 6	0	0	0	0
æt	1	 1	0	0	0	0
ç 	3	0	0	0	 1	 2
ç'	4	 1	0	 1	 2	0
ç)	2	0	0	0	0	 2
ça	6105	 1854	 411	 1602	 1590	 648
çc	1	0	 1	0	0	0
çe	9	0	 3	 3	 2	 1
çi	3	0	0	 2	 1	0
ço	3578	 757	 443	 853	 640	 885
çu	1636	 350	 364	 263	 328	 331
ç»	3	0	0	0	0	 3
çà	92	 52	 3	 11	 16	 10
çâ	9	 7	0	 2	0	0
çã	1	0	 1	0	0	0
çé	5	0	0	 3	0	 2
çõ	1	0	 1	0	0	0
çû	2	 2	0	0	0	0
è 	33	0	 9	 1	 11	 12
è,	3	0	0	0	0	 3
è.	2	0	0	0	0	 2
èR	2	0	0	0	0	 2
èS	1	0	0	0	0	 1
èb	413	 162	 6	 77	 80	 88
èc	4892	 981	 1333	 512	 1407	 659
èd	1189	 182	 199	 188	 292	 328
èe	2	0	 1	0	0	 1
èf	17	 8	 2	 3	 2	 2
èg	4769	 344	 1893	 627	 1283	 622
èl	2825	 392	 193	 435	 781	 1024
èm	9766	 613	 2599	 1622	 2460	 2472
èn	4093	 718	 498	 716	 576	 1585
èp	13	 2	 3	 5	 3	0
èq	455	 82	 107	 131	 52	 83
èr	30601	 6847	 6641	 4926	 6765	 5422
ès	18798	 3212	 2675	 3937	 5319	 3655
èt	3563	 726	 534	 755	 693	 855
èv	3049	 667	 780	 658	 432	 512
èz	31	 4	 5	 22	0	0
é 	90190	 10401	 25735	 17868	 19079	 17107
é!	7	0	 1	 2	 1	 3
é"	119	0	0	 50	 21	 48
é'	18	0	0	0	0	 18
é(	15	0	 10	 4	0	 1
é)	362	0	 71	 58	 79	 154
é,	10060	 2101	 1863	 2225	 1991	 1880
é-	330	 98	 25	 74	 46	 87
é.	6137	 1369	 1168	 1269	 1183	 1148
é/	28	0	 5	 1	 8	 14
é6	1	0	0	0	0	 1
é9	1	0	0	0	0	 1
é:	45	0	 33	 5	 1	 6
é;	80	0	 67	 4	 3	 6
é?	410	0	 397	 9	 3	 1
éB	1	0	0	0	0	 1
éC	4	0	0	0	 4	0
éD	3	0	0	0	0	 3
éE	1	0	0	0	0	 1
éF	2	0	0	0	0	 2
éL	5	0	0	0	 4	 1
éM	4	0	0	0	0	 4
éN	1	0	0	0	0	 1
éO	1	0	0	0	0	 1
éR	2	0	0	0	0	 2
éS	1	0	0	0	0	 1
éT	5	0	0	0	0	 5
éV	2	0	0	0	0	 2
é]	6	 1	0	 1	 3	 1
éa	10896	 772	 2865	 1831	 2623	 2805
éb	4612	 584	 590	 1067	 1176	 1195
éc	48523	 6625	 14587	 7951	 9999	 9361
éd	17330	 1582	 4302	 3053	 3608	 4785
ée	64735	 8006	 22656	 10440	 11888	 11745
éf	12691	 1127	 2908	 2711	 3167	 2778
ég	25920	 1779	 8798	 4495	 5962	 4886
éh	1221	 51	 342	 198	 262	 368
éi	1246	 126	 157	 127	 285	 551
éj	3736	 555	 963	 833	 901	 484
ék	46	0	 8	 31	 5	 2
él	19418	 2135	 4462	 3753	 4254	 4814
ém	17975	 1819	 3318	 3187	 4068	 5583
én	18390	 2011	 4023	 3184	 4565	 4607
éo	7433	 1340	 627	 724	 2718	 2024
ép	24217	 4826	 7160	 4179	 4370	 3682
éq	5933	 372	 1391	 870	 1515	 1785
ér	55754	 5016	 13683	 9828	 13525	 13702
és	56293	 5763	 16974	 11026	 10602	 11928
ét	58051	 10820	 13267	 10107	 10764	 13093
éu	2079	 214	 603	 547	 419	 296
év	21711	 1682	 6762	 3572	 5236	 4459
éx	7	0	 3	0	 2	 2
éy	1	0	0	 1	0	0
éz	73	 20	 1	 24	 13	 15
é»	246	0	 87	0	0	 159
éÉ	1	0	0	0	0	 1
éà	2	0	0	0	 1	 1
éâ	565	 227	 24	 174	 37	 103
éç	38	 3	0	 20	 10	 5
éè	3	 1	0	0	0	 2
éé	970	 57	 202	 271	 297	 143
éï	7	0	 1	 1	 1	 4
ê 	12	0	0	0	 8	 4
ê^	1	0	0	 1	0	0
êc	1596	 317	 732	 227	 159	 161
êk	21	0	 1	 18	0	 2
êl	532	 277	 17	 112	 77	 49
êm	12209	 2095	 1182	 2442	 3447	 3043
ên	320	 197	 14	 63	 28	 18
êp	45	 24	0	 10	 3	 8
êq	156	 55	 12	 68	 17	 4
ês	3	0	 3	0	0	0
êt	20323	 5200	 3919	 3593	 3883	 3728
êv	539	 290	 4	 148	 48	 49
ë 	69	 20	 4	 15	 7	 23
ë)	2	0	 1	0	0	 1
ë,	18	 7	 2	 6	0	 3
ë.	9	 2	0	 1	 2	 4
ëc	65	0	0	0	 65	0
ëf	8	0	0	 8	0	0
ël	444	 29	 32	 276	 61	 46
ëm	6	 6	0	0	0	0
ën	22	0	 3	 3	 11	 5
ëp	3	0	0	 3	0	0
ër	17	 7	0	 2	 8	0
ës	52	 30	 4	 5	 4	 9
ët	85	 72	0	 3	 6	 4
ëv	2	0	0	0	0	 2
ì 	1	0	 1	0	0	0
ìa	1	0	0	0	0	 1
ìg	1	0	 1	0	0	0
ìt	1	0	0	0	0	 1
í 	2	0	 2	0	0	0
ía	25	0	 25	0	0	0
íc	14	0	 14	0	0	0
íd	1	0	0	0	0	 1
íe	2	0	 2	0	0	0
íg	3	0	 3	0	0	0
ín	165	0	 165	0	0	0
ío	1	0	 1	0	0	0
ír	2	0	 2	0	0	0
ís	5	0	 3	0	0	 2
î 	5	0	 2	0	 2	 1
îD	1	0	0	0	0	 1
îc	200	 138	 40	 7	 9	 6
îl	421	 106	 234	 14	 7	 60
îm	94	 61	0	 11	 18	 4
în	1592	 571	 227	 122	 262	 410
îs	2	0	0	0	0	 2
ît	5211	 1377	 659	 390	 1555	 1230
îv	1	0	0	0	0	 1
ï 	84	 11	 10	 18	0	 45
ï)	5	0	0	0	 1	 4
ï,	29	 8	 2	 6	 2	 11
ï-	4	 1	0	 3	0	0
ï.	12	 1	 2	 3	 1	 5
ï?	1	0	 1	0	0	0
ïa	17	 4	 2	 4	0	 7
ïb	49	0	 44	 4	0	 1
ïc	87	 5	0	 8	 30	 44
ïd	253	 27	 43	 22	 7	 154
ïe	193	 105	 33	 10	 42	 3
ïf	45	 18	0	0	 10	 17
ïg	5	0	0	 4	0	 1
ïk	44	0	 26	 1	0	 17
ïl	57	 1	 11	 18	 1	 26
ïm	26	 3	 1	 7	 6	 9
ïn	122	 12	 25	 19	 33	 33
ïo	5	 3	0	 1	 1	0
ïp	3	0	0	 2	 1	0
ïq	195	 15	 15	 39	 63	 63
ïr	23	 6	 14	 1	0	 2
ïs	310	 65	 21	 28	 162	 34
ït	354	 18	 27	 200	 38	 71
ïv	69	 22	 4	 11	 13	 19
ïw	32	0	 22	 9	0	 1
ïz	1	0	0	0	0	 1
ï»	1	0	0	0	0	 1
ïè	3	0	0	0	 1	 2
ïé	2	0	0	0	 1	 1
ña	23	 2	 21	0	0	0
ñe	1	0	 1	0	0	0
ñi	3	0	 3	0	0	0
ño	4	0	 2	0	0	 2
òl	1	0	 1	0	0	0
òn	1	0	 1	0	0	0
òu	1	0	 1	0	0	0
ó 	8	0	 8	0	0	0
óc	6	0	 6	0	0	0
óf	2	0	0	0	 1	 1
óg	5	0	 5	0	0	0
ók	1	0	0	0	 1	0
óm	2	0	 2	0	0	0
ón	28	0	 26	0	0	 2
óp	98	0	 98	0	0	0
ô 	28	 14	0	 6	 4	 4
ô)	1	0	0	0	0	 1
ô,	6	 3	0	0	0	 3
ô-	4	0	0	 3	0	 1
ôD	1	0	0	0	0	 1
ôd	31	 27	0	 2	 1	 1
ôg	1	0	0	0	0	 1
ôi	2	0	0	0	0	 2
ôk	2	 2	0	0	0	0
ôl	4243	 311	 1436	 610	 772	 1114
ôm	1001	 82	 372	 337	 82	 128
ôn	414	 89	 27	 136	 62	 100
ôp	192	 11	 56	 72	 13	 40
ôr	5	0	 1	0	 1	 3
ôs	13	 1	0	0	 8	 4
ôt	5410	 1867	 537	 1263	 798	 945
ôu	1	0	 1	0	0	0
ôv	24	 24	0	0	0	0
õ 	1	0	0	0	0	 1
õe	1	0	 1	0	0	0
ö:	1	0	 1	0	0	0
öc	6	0	 5	 1	0	0
öd	7	0	 2	0	0	 5
öf	1	0	0	 1	0	0
ög	10	0	 9	0	 1	0
öh	4	0	 3	0	 1	0
öl	13	 1	 4	 3	 2	 3
öm	11	 1	0	 2	0	 8
ön	13	0	 5	 2	 2	 4
öp	1	0	0	0	 1	0
ör	6	 1	 4	0	 1	0
ös	2	0	 2	0	0	0
öt	8	 1	 1	 1	0	 5
öy	1	0	 1	0	0	0
÷u	1	0	0	0	0	 1
ø)	1	0	 1	0	0	0
øk	1	0	 1	0	0	0
øn	1	0	 1	0	0	0
ù 	6111	 1787	 769	 1216	 1067	 1272
ù)	1	0	0	0	0	 1
ù,	171	 23	 20	 48	 34	 46
ù.	11	 5	0	 3	0	 3
ù:	1	0	 1	0	0	0
ù?	1	0	0	 1	0	0
ù]	1	0	0	 1	0	0
ú 	2	0	 2	0	0	0
új	4	0	 4	0	0	0
úl	1	0	0	0	0	 1
ún	1	0	 1	0	0	0
ús	2	0	 2	0	0	0
û 	492	 103	 84	 150	 90	 65
û,	17	 3	 2	 4	 2	 6
û.	4	 1	 1	 2	0	0
ûb	5	0	0	0	0	 5
ûc	72	 58	0	 8	 5	 1
ûe	3	0	0	 2	 1	0
ûk	4	0	0	0	0	 4
ûl	414	 326	 13	 44	 21	 10
